id,product_name,category,cost_price,selling_price,discount_pct,units_sold,current_stock,reorder_level,lead_time_days,holding_cost,supplier_reliability,season,festival,margin_pct,revenue,profit,investment,month,year,day,day_of_week,week,quarter,is_weekend,is_festival,price_ratio,stock_buffer,date,shop_name,location,region
109,Maggi Noodles 4-Pack,FMCG,52,65,0,87,208,28,3,0.78,0.95,Summer,Baisakhi,25.0,5655.0,1131.0,4524,4,2024,24,3,4,2,0,1,1.25,180,2024-04-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
110,Maggi Noodles 70g,FMCG,12,15,0,168,220,48,3,0.18,0.98,Autumn,Ganesh Chaturthi,25.0,2520.0,504.0,2016,9,2024,25,4,4,3,0,1,1.25,172,2024-09-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
111,Tape Roll,Stationery,18,28,10,24,109,14,5,0.27,0.85,Winter,Makar Sankranti,55.56,604.8,172.8,432,1,2024,6,6,1,1,1,1,1.556,95,2024-01-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
112,Eveready Battery D 2pc,Electronics,65,90,10,34,101,13,2,0.97,0.8,Summer,Holi,38.46,2754.0,544.0,2210,3,2024,2,2,1,1,0,1,1.385,88,2024-03-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
113,Poha 500g,Grocery,28,36,0,50,177,17,4,0.42,0.85,Winter,None,28.57,1800.0,400.0,1400,2,2024,15,1,3,1,0,0,1.286,160,2024-02-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
114,Eveready Battery AA 4pc,Electronics,55,75,0,73,191,17,4,0.82,0.95,Summer,None,36.36,5475.0,1460.0,4015,5,2024,28,0,4,2,0,0,1.364,174,2024-05-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
115,Stapler Small,Stationery,45,65,2,24,53,10,7,0.67,0.85,Winter,Valentine's Day,44.44,1528.8,448.8,1080,2,2024,15,1,3,1,0,1,1.444,43,2024-02-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
116,Neem Pesticide 100ml,Agriculture,65,95,0,51,121,10,2,0.97,0.7,Rainy,Janmashtami,46.15,4845.0,1530.0,3315,8,2024,2,2,1,3,0,1,1.462,111,2024-08-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
117,Lifebuoy Soap 100g,FMCG,28,36,0,101,212,38,7,0.42,0.92,Winter,Children's Day,28.57,3636.0,808.0,2828,11,2024,1,1,1,4,0,1,1.286,174,2024-11-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
118,Kurta Men Cotton,Fashion,195,320,5,16,25,10,7,2.92,0.88,Winter,New Year,64.1,4864.0,1744.0,3120,12,2024,12,5,2,4,1,1,1.641,15,2024-12-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
119,Scale 30cm,Stationery,8,12,0,38,107,14,3,0.12,0.95,Winter,None,50.0,456.0,152.0,304,2,2023,9,2,2,1,0,0,1.5,93,2023-02-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
120,Basmati Rice 5kg,Grocery,280,340,0,140,339,27,3,4.2,0.95,Summer,Holi,21.43,47600.0,8400.0,39200,3,2023,22,1,4,1,0,1,1.214,312,2023-03-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
121,Dupatta Plain,Fashion,95,150,0,19,24,10,4,1.43,0.75,Summer,Labour Day,57.89,2850.0,1045.0,1805,5,2024,18,4,3,2,0,1,1.579,14,2024-05-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
122,Vegetable Seeds Packet,Agriculture,28,45,2,65,73,14,3,0.42,0.98,Summer,Labour Day,60.71,2866.5,1046.5,1820,5,2024,17,3,3,2,0,1,1.607,59,2024-05-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
123,Fevicol 50g,Stationery,20,28,0,44,314,14,3,0.3,0.8,Summer,Baisakhi,40.0,1232.0,352.0,880,4,2023,12,5,2,2,1,1,1.4,300,2023-04-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
124,Thums Up 600ml,FMCG,38,45,0,266,263,89,3,0.57,0.85,Autumn,Diwali,18.42,11970.0,1862.0,10108,10,2024,9,2,2,4,0,1,1.184,174,2024-10-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
125,Sunsilk Shampoo 80ml,FMCG,58,75,0,62,230,19,3,0.87,0.75,Rainy,None,29.31,4650.0,1054.0,3596,7,2024,1,1,1,3,0,0,1.293,211,2024-07-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
126,Sunsilk Shampoo 80ml,FMCG,58,75,0,51,334,16,3,0.87,0.88,Autumn,Dussehra,29.31,3825.0,867.0,2958,10,2024,16,2,3,4,0,1,1.293,318,2024-10-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
127,Reynolds Pen 10pc,Stationery,35,50,8,81,263,35,3,0.53,0.85,Autumn,Ganesh Chaturthi,42.86,3726.0,891.0,2835,9,2024,24,3,4,3,0,1,1.429,228,2024-09-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
128,Rajma 500g,Grocery,65,82,0,32,339,12,2,0.97,0.85,Rainy,None,26.15,2624.0,544.0,2080,7,2024,27,6,4,3,1,0,1.262,327,2024-07-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
129,Soya Chunks 200g,Grocery,35,48,0,38,248,17,4,0.53,0.92,Winter,New Year,37.14,1824.0,494.0,1330,12,2024,7,0,1,4,0,1,1.371,231,2024-12-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
130,Tea Brooke Bond 500g,Grocery,175,215,2,88,165,30,5,2.62,0.92,Autumn,Navratri,22.86,18541.6,3141.6,15400,10,2023,15,1,3,4,0,1,1.229,135,2023-10-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
131,Extension Cord 5m,Electronics,175,240,0,13,88,10,2,2.62,0.75,Rainy,None,37.14,3120.0,845.0,2275,7,2024,9,2,2,3,0,0,1.371,78,2024-07-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
132,Fevicol 50g,Stationery,20,28,0,35,331,19,3,0.3,0.7,Rainy,None,40.0,980.0,280.0,700,7,2023,24,3,4,3,0,0,1.4,312,2023-07-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
133,Lay's Chips 26g,FMCG,15,20,0,190,226,69,3,0.22,0.92,Winter,Christmas,33.33,3800.0,950.0,2850,12,2023,3,3,1,4,0,1,1.333,157,2023-12-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
134,Stapler Small,Stationery,45,65,0,27,23,10,3,0.67,0.85,Winter,Christmas,44.44,1755.0,540.0,1215,12,2024,21,0,3,4,0,1,1.444,13,2024-12-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
135,Glucon-D 200g,FMCG,55,72,0,52,202,30,2,0.82,0.95,Autumn,Navratri,30.91,3744.0,884.0,2860,9,2023,19,5,3,3,1,1,1.309,172,2023-09-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
136,Dry Coconut 200g,Grocery,95,125,15,63,148,13,3,1.43,0.8,Autumn,Navratri,31.58,6693.75,708.75,5985,9,2023,25,4,4,3,0,1,1.316,135,2023-09-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
137,Phone Charging Cable,Electronics,65,100,0,30,16,15,2,0.97,0.95,Rainy,None,53.85,3000.0,1050.0,1950,6,2024,8,1,2,2,0,0,1.538,1,2024-06-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
138,Soya Chunks 200g,Grocery,35,48,0,33,117,14,2,0.53,0.8,Autumn,Navratri,37.14,1584.0,429.0,1155,10,2023,15,1,3,4,0,1,1.371,103,2023-10-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
139,Socks Cotton 3 pair,Fashion,55,80,0,46,223,16,4,0.82,0.92,Winter,Lohri,45.45,3680.0,1150.0,2530,1,2024,3,3,1,1,0,1,1.455,207,2024-01-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
140,DAP Fertilizer 1kg,Agriculture,55,75,0,31,126,10,3,0.82,0.8,Winter,None,36.36,2325.0,620.0,1705,1,2024,8,1,2,1,0,0,1.364,116,2024-01-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
141,Earphones Basic,Electronics,85,140,0,33,270,10,4,1.27,0.9,Winter,None,64.71,4620.0,1815.0,2805,12,2024,23,2,4,4,0,0,1.647,260,2024-12-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
142,Sugar 1kg,Grocery,42,50,0,140,174,48,4,0.63,0.75,Winter,Valentine's Day,19.05,7000.0,1120.0,5880,2,2024,5,5,1,1,1,1,1.19,126,2024-02-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
143,Scale 30cm,Stationery,8,12,0,38,146,12,4,0.12,0.98,Summer,Holi,50.0,456.0,152.0,304,3,2024,16,2,3,1,0,1,1.5,134,2024-03-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
144,Tea Tata Gold 250g,Grocery,105,130,0,88,127,30,4,1.57,0.7,Rainy,None,23.81,11440.0,2200.0,9240,7,2024,1,1,1,3,0,0,1.238,97,2024-07-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
145,Clinic Plus Shampoo 80ml,FMCG,55,72,2,73,245,19,2,0.82,0.92,Rainy,None,30.91,5150.88,1135.88,4015,6,2023,12,5,2,2,1,0,1.309,226,2023-06-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
146,Salt Tata 1kg,Grocery,18,22,0,89,240,35,3,0.27,0.98,Summer,Baisakhi,22.22,1958.0,356.0,1602,4,2024,17,3,3,2,0,1,1.222,205,2024-04-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
147,Frooti 200ml,FMCG,12,15,0,248,98,119,5,0.18,0.7,Autumn,Navratri,25.0,3720.0,744.0,2976,10,2023,17,3,3,4,0,1,1.25,-21,2023-10-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
148,Vegetable Seeds Packet,Agriculture,28,45,15,96,239,14,5,0.42,0.8,Winter,Children's Day,60.71,3672.0,984.0,2688,11,2024,27,6,4,4,1,1,1.607,225,2024-11-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
149,Sooji 500g,Grocery,24,32,2,31,325,12,2,0.36,0.95,Winter,None,33.33,972.16,228.16,744,1,2024,23,2,4,1,0,0,1.333,313,2024-01-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
150,Eraser Apsara,Stationery,4,7,0,68,166,20,3,0.06,0.75,Rainy,None,75.0,476.0,204.0,272,7,2024,17,3,3,3,0,0,1.75,146,2024-07-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
151,Vim Bar 200g,FMCG,25,32,0,51,169,20,5,0.38,0.9,Autumn,Ganesh Chaturthi,28.0,1632.0,357.0,1275,9,2023,19,5,3,3,1,1,1.28,149,2023-09-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
152,Pepsodent 200g,FMCG,75,92,0,59,53,23,5,1.12,0.75,Rainy,None,22.67,5428.0,1003.0,4425,7,2024,23,2,4,3,0,0,1.227,30,2024-07-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
153,Good Day Biscuit 250g,FMCG,28,38,2,91,314,40,3,0.42,0.88,Autumn,Diwali,35.71,3388.84,840.84,2548,10,2024,21,0,3,4,0,1,1.357,274,2024-10-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
154,Dupatta Plain,Fashion,95,150,2,28,145,10,1,1.43,0.88,Rainy,None,57.89,4116.0,1456.0,2660,8,2024,4,4,1,3,0,0,1.579,135,2024-08-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
155,Diya Set 12pc,FMCG,38,65,8,13,21,10,1,0.57,0.9,Autumn,Ganesh Chaturthi,71.05,777.4,283.4,494,9,2024,15,1,3,3,0,1,1.711,11,2024-09-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
156,Neem Pesticide 100ml,Agriculture,65,95,0,34,21,11,3,0.97,0.85,Winter,None,46.15,3230.0,1020.0,2210,12,2024,9,2,2,4,0,0,1.462,10,2024-12-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
157,Mustard Oil 1L,Grocery,155,185,0,83,254,32,7,2.32,0.9,Winter,Republic Day,19.35,15355.0,2490.0,12865,1,2023,24,3,4,1,0,1,1.194,222,2023-01-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
158,Kurkure 65g,FMCG,18,25,0,116,222,87,2,0.27,0.7,Rainy,None,38.89,2900.0,812.0,2088,6,2023,1,1,1,2,0,0,1.389,135,2023-06-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
159,Fevicol 50g,Stationery,20,28,0,36,148,14,3,0.3,0.75,Summer,Baisakhi,40.0,1008.0,288.0,720,4,2024,15,1,3,2,0,1,1.4,134,2024-04-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
160,Saunf 100g,Grocery,22,30,0,39,43,12,1,0.33,0.88,Winter,New Year,36.36,1170.0,312.0,858,12,2023,1,1,1,4,0,1,1.364,31,2023-12-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
161,LED Bulb 9W Philips,Electronics,95,130,0,32,234,10,3,1.43,0.88,Winter,None,36.84,4160.0,1120.0,3040,2,2024,27,6,4,1,1,0,1.368,224,2024-02-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
162,Eraser Apsara,Stationery,4,7,0,67,303,25,7,0.06,0.88,Summer,Baisakhi,75.0,469.0,201.0,268,4,2023,28,0,4,2,0,1,1.75,278,2023-04-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
163,Agarbatti Pack 20pc,FMCG,25,35,0,41,345,15,1,0.38,0.88,Rainy,None,40.0,1435.0,410.0,1025,7,2023,28,0,4,3,0,0,1.4,330,2023-07-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
164,Surf Excel 1kg,FMCG,130,165,0,60,287,18,5,1.95,0.98,Rainy,Janmashtami,26.92,9900.0,2100.0,7800,8,2024,18,4,3,3,0,1,1.269,269,2024-08-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
165,Toor Dal 1kg,Grocery,130,155,2,82,228,28,1,1.95,0.95,Summer,Labour Day,19.23,12455.8,1795.8,10660,5,2024,14,0,2,2,0,1,1.192,200,2024-05-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
166,Frooti 200ml,FMCG,12,15,2,746,86,91,3,0.18,0.85,Summer,Labour Day,25.0,10966.2,2014.2,8952,5,2023,22,1,4,2,0,1,1.25,-5,2023-05-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
167,All Out Refill,FMCG,88,115,0,44,65,13,3,1.32,0.88,Winter,Lohri,30.68,5060.0,1188.0,3872,1,2023,15,1,3,1,0,1,1.307,52,2023-01-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
168,Vicks 10g,FMCG,35,48,0,61,291,18,2,0.53,0.7,Summer,None,37.14,2928.0,793.0,2135,4,2023,6,6,1,2,1,0,1.371,273,2023-04-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
169,Lifebuoy Soap 100g,FMCG,28,36,5,117,177,36,7,0.42,0.95,Autumn,None,28.57,4001.4,725.4,3276,10,2023,22,1,4,4,0,0,1.286,141,2023-10-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
170,Colgate 200g,FMCG,82,100,0,68,116,29,3,1.23,0.95,Rainy,None,21.95,6800.0,1224.0,5576,7,2023,28,0,4,3,0,0,1.22,87,2023-07-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
171,Kurta Men Cotton,Fashion,195,320,0,17,214,10,5,2.92,0.8,Summer,Baisakhi,64.1,5440.0,2125.0,3315,4,2023,3,3,1,2,0,1,1.641,204,2023-04-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
172,Saunf 100g,Grocery,22,30,0,43,137,14,2,0.33,0.75,Rainy,None,36.36,1290.0,344.0,946,6,2024,14,0,2,2,0,0,1.364,123,2024-06-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
173,Lay's Chips 26g,FMCG,15,20,0,176,198,81,3,0.22,0.92,Autumn,Navratri,33.33,3520.0,880.0,2640,9,2024,18,4,3,3,0,1,1.333,117,2024-09-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
174,Hide & Seek 100g,FMCG,32,45,0,69,178,20,4,0.48,0.85,Rainy,None,40.62,3105.0,897.0,2208,8,2024,13,6,2,3,1,0,1.406,158,2024-08-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
175,Ariel 500g,FMCG,95,120,0,58,294,15,7,1.43,0.7,Autumn,None,26.32,6960.0,1450.0,5510,9,2024,6,6,1,3,1,0,1.263,279,2024-09-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
176,Thums Up 600ml,FMCG,38,45,0,436,305,85,2,0.57,0.85,Summer,None,18.42,19620.0,3052.0,16568,5,2024,11,4,2,2,0,0,1.184,220,2024-05-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
177,Banyan Vest Cotton,Fashion,75,110,0,43,56,12,1,1.12,0.85,Summer,Labour Day,46.67,4730.0,1505.0,3225,5,2023,1,1,1,2,0,1,1.467,44,2023-05-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
178,Tea Tata Gold 250g,Grocery,105,130,0,129,51,27,3,1.57,0.95,Winter,None,23.81,16770.0,3225.0,13545,2,2024,7,0,1,1,0,0,1.238,24,2024-02-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
179,ORS Sachets 5pc,FMCG,22,30,0,55,178,16,4,0.33,0.75,Winter,New Year,36.36,1650.0,440.0,1210,12,2024,5,5,1,4,1,1,1.364,162,2024-12-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
180,All Out Refill,FMCG,88,115,5,41,309,15,5,1.32,0.8,Autumn,Dussehra,30.68,4479.25,871.25,3608,10,2023,25,4,4,4,0,1,1.307,294,2023-10-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
181,Toor Dal 1kg,Grocery,130,155,5,65,95,33,2,1.95,0.7,Winter,Makar Sankranti,19.23,9571.25,1121.25,8450,1,2023,9,2,2,1,0,1,1.192,62,2023-01-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
182,Ariel 500g,FMCG,95,120,0,29,94,17,3,1.43,0.92,Winter,New Year,26.32,3480.0,725.0,2755,12,2024,6,6,1,4,1,1,1.263,77,2024-12-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
183,Chana Dal 1kg,Grocery,90,112,0,74,267,25,7,1.35,0.8,Winter,Chhath Puja,24.44,8288.0,1628.0,6660,11,2023,4,4,1,4,0,1,1.244,242,2023-11-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
184,Red Chilli Powder 100g,Grocery,30,42,0,58,213,21,4,0.45,0.95,Rainy,None,40.0,2436.0,696.0,1740,7,2024,28,0,4,3,0,0,1.4,192,2024-07-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
185,Saunf 100g,Grocery,22,30,0,35,73,15,7,0.33,0.9,Winter,None,36.36,1050.0,280.0,770,2,2023,12,5,2,1,1,0,1.364,58,2023-02-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
186,Urea Fertilizer 1kg,Agriculture,35,50,0,35,150,19,3,0.53,0.9,Winter,Christmas,42.86,1750.0,525.0,1225,12,2023,23,2,4,4,0,1,1.429,131,2023-12-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
187,Glucon-D 200g,FMCG,55,72,5,65,314,23,2,0.82,0.88,Rainy,None,30.91,4446.0,871.0,3575,7,2024,20,6,3,3,1,0,1.309,291,2024-07-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
188,Salwar Suit Cotton,Fashion,280,450,0,13,159,10,3,4.2,0.7,Winter,None,60.71,5850.0,2210.0,3640,1,2024,22,1,4,1,0,0,1.607,149,2024-01-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
189,Chana Dal 1kg,Grocery,90,112,0,81,267,29,3,1.35,0.88,Winter,New Year,24.44,9072.0,1782.0,7290,12,2024,16,2,3,4,0,1,1.244,238,2024-12-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
190,CFL Bulb 9W Bajaj,Electronics,65,90,8,29,18,12,5,0.97,0.85,Winter,Valentine's Day,38.46,2401.2,516.2,1885,2,2023,22,1,4,1,0,1,1.385,6,2023-02-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
191,Sunsilk Shampoo 80ml,FMCG,58,75,0,50,111,20,1,0.87,0.7,Winter,None,29.31,3750.0,850.0,2900,2,2023,22,1,4,1,0,0,1.293,91,2023-02-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
192,Toor Dal 1kg,Grocery,130,155,0,50,176,22,2,1.95,0.75,Rainy,None,19.23,7750.0,1250.0,6500,6,2024,20,6,3,2,1,0,1.192,154,2024-06-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
193,Sketch Pens 12pc,Stationery,32,48,0,43,99,14,5,0.48,0.75,Winter,None,50.0,2064.0,688.0,1376,2,2024,23,2,4,1,0,0,1.5,85,2024-02-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
194,Tea Tata Gold 250g,Grocery,105,130,5,82,110,22,1,1.57,0.98,Autumn,Navratri,23.81,10127.0,1517.0,8610,9,2023,10,3,2,3,0,1,1.238,88,2023-09-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
195,Hajmola 100 Tabs,FMCG,45,60,5,49,104,18,3,0.67,0.9,Rainy,None,33.33,2793.0,588.0,2205,6,2024,14,0,2,2,0,0,1.333,86,2024-06-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
196,Sunsilk Shampoo 80ml,FMCG,58,75,2,47,260,17,3,0.87,0.9,Rainy,Janmashtami,29.31,3454.5,728.5,2726,8,2024,16,2,3,3,0,1,1.293,243,2024-08-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
197,Colgate 200g,FMCG,82,100,2,55,166,29,7,1.23,0.92,Winter,Children's Day,21.95,5390.0,880.0,4510,11,2023,10,3,2,4,0,1,1.22,137,2023-11-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
198,Paneer 200g,Grocery,85,105,0,76,163,26,2,1.27,0.7,Winter,Republic Day,23.53,7980.0,1520.0,6460,1,2024,28,0,4,1,0,1,1.235,137,2024-01-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
199,Apsara Pencil 10pc,Stationery,15,22,0,82,184,26,3,0.22,0.95,Winter,None,46.67,1804.0,574.0,1230,2,2024,17,3,3,1,0,0,1.467,158,2024-02-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
200,Parle-G 800g,FMCG,45,58,2,98,155,37,1,0.67,0.7,Winter,Republic Day,28.89,5570.32,1160.32,4410,1,2024,4,4,1,1,0,1,1.289,118,2024-01-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
201,Harpic 500ml,FMCG,75,98,0,33,33,13,1,1.12,0.9,Summer,Holi,30.67,3234.0,759.0,2475,3,2024,1,1,1,1,0,1,1.307,20,2024-03-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
202,Pepsodent 200g,FMCG,75,92,0,56,247,20,2,1.12,0.88,Summer,None,22.67,5152.0,952.0,4200,4,2023,10,3,2,2,0,0,1.227,227,2023-04-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
203,Eveready Battery AA 4pc,Electronics,55,75,10,39,337,18,3,0.82,0.98,Summer,Baisakhi,36.36,2632.5,487.5,2145,4,2023,12,5,2,2,1,1,1.364,319,2023-04-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
204,Maggi Noodles 4-Pack,FMCG,52,65,0,176,207,33,2,0.78,0.7,Winter,Republic Day,25.0,11440.0,2288.0,9152,1,2024,2,2,1,1,0,1,1.25,174,2024-01-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
205,Poha 500g,Grocery,28,36,10,42,253,20,3,0.42,0.7,Rainy,Raksha Bandhan,28.57,1360.8,184.8,1176,8,2024,15,1,3,3,0,1,1.286,233,2024-08-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
206,Sooji 500g,Grocery,24,32,0,50,290,14,5,0.36,0.98,Summer,Holi,33.33,1600.0,400.0,1200,3,2023,24,3,4,1,0,1,1.333,276,2023-03-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
207,Scale 30cm,Stationery,8,12,2,45,112,19,7,0.12,0.85,Summer,Labour Day,50.0,529.2,169.2,360,5,2023,20,6,3,2,1,1,1.5,93,2023-05-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
208,Reynolds Pen 10pc,Stationery,35,50,5,107,81,44,1,0.53,0.9,Rainy,None,42.86,5082.5,1337.5,3745,8,2024,23,2,4,3,0,0,1.429,37,2024-08-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
209,Fevicol 50g,Stationery,20,28,0,64,46,15,3,0.3,0.92,Summer,None,40.0,1792.0,512.0,1280,4,2023,13,6,2,2,1,0,1.4,31,2023-04-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
210,Camphor Tablets 25g,FMCG,28,40,15,34,169,13,4,0.42,0.88,Winter,Lohri,42.86,1156.0,204.0,952,1,2023,5,5,1,1,1,1,1.429,156,2023-01-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
211,Hide & Seek 100g,FMCG,32,45,0,72,89,27,4,0.48,0.9,Winter,Makar Sankranti,40.62,3240.0,936.0,2304,1,2023,25,4,4,1,0,1,1.406,62,2023-01-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
212,Thums Up 600ml,FMCG,38,45,0,158,30,56,2,0.57,0.95,Winter,None,18.42,7110.0,1106.0,6004,12,2023,3,3,1,4,0,0,1.184,-26,2023-12-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
213,Sunsilk Shampoo 80ml,FMCG,58,75,0,53,139,13,5,0.87,0.7,Winter,New Year,29.31,3975.0,901.0,3074,12,2024,11,4,2,4,0,1,1.293,126,2024-12-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
214,Soya Chunks 200g,Grocery,35,48,10,24,109,13,3,0.53,0.95,Summer,Baisakhi,37.14,1036.8,196.8,840,4,2024,11,4,2,2,0,1,1.371,96,2024-04-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
215,Moong Dal 500g,Grocery,72,90,0,32,85,14,3,1.08,0.85,Rainy,None,25.0,2880.0,576.0,2304,7,2024,1,1,1,3,0,0,1.25,71,2024-07-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
216,Paneer 200g,Grocery,85,105,0,59,301,24,3,1.27,0.75,Summer,None,23.53,6195.0,1180.0,5015,3,2024,15,1,3,1,0,0,1.235,277,2024-03-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
217,Banyan Vest Cotton,Fashion,75,110,0,37,266,10,3,1.12,0.7,Rainy,Raksha Bandhan,46.67,4070.0,1295.0,2775,8,2024,19,5,3,3,1,1,1.467,256,2024-08-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
218,Clinic Plus Shampoo 80ml,FMCG,55,72,8,59,347,16,4,0.82,0.98,Summer,Labour Day,30.91,3908.16,663.16,3245,5,2024,25,4,4,2,0,1,1.309,331,2024-05-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
